18,Check credit history,1265106023000
18,Appraise property,1265106456000
18,Asses loan risk,1265106938000
18,Assess eligibility,1265107745000
18,Reject application,1265108318000
18,Loan application rejected,1265108318000
19,Loan application received,1265200327000
19,Check application form completeness,1265200561000
19,Check credit history,1265200923000
19,Appraise property,1265201306000
19,Asses loan risk,1265201798000
19,Assess eligibility,1265202460000
19,Reject application,1265202817000
19,Loan application rejected,1265202817000
20,Loan application received,1265367190000
20,Check application form completeness,1265367455000
20,Check credit history,1265367607000
20,Appraise property,1265368137000
20,Asses loan risk,1265368573000
20,Assess eligibility,1265369557000
20,Reject application,1265370273000
20,Loan application rejected,1265370273000
21,Loan application received,1265708530000
21,Check application form completeness,1265708837000
21,Return application back to applicant,1265709228000
21,Receive updated application,1265709509000
21,Check application form completeness,1265709857000
21,Return application back to applicant,1265710095000
21,Receive updated application,1265710523000
21,Check application form completeness,1265710833000
21,Appraise property,1265711227000
21,Check credit history,1265711937000
21,Asses loan risk,1265712992000
21,Assess eligibility,1265713671000
21,Reject application,1265714284000
21,Loan application rejected,1265714284000
22,Loan application received,1265801823000
22,Check application form completeness,1265802126000
22,Check credit history,1265802315000
22,Appraise property,1265802749000
22,Asses loan risk,1265803281000
22,Assess eligibility,1265803789000
22,Reject application,1265804327000
22,Loan application rejected,1265804327000
23,Loan application received,1265882164000
23,Check application form completeness,1265882322000
23,Appraise property,1265882856000
23,Check credit history,1265883411000
23,Asses loan risk,1265884487000
23,Assess eligibility,1265885268000
23,Prepare acceptance pack,1265885765000
23,Check if home insurance quote is requested,1265886354000
23,Send acceptance pack,1265886826000
23,Verify repayment agreement,1265887456000
23,Cancel application,1265888239000
23,Loan application cancelled,1265888239000
24,Loan application received,1265967335000
24,Check application form completeness,1265967567000
24,Check credit history,1265967639000
24,Appraise property,1265968262000
24,Asses loan risk,1265968729000
24,Assess eligibility,1265969789000
24,Reject application,1265970306000
24,Loan application rejected,1265970306000
25,Loan application received,1265992577000
25,Check application form completeness,1265992829000
25,Check credit history,1265993130000
25,Appraise property,1265993368000
25,Asses loan risk,1265994041000
25,Assess eligibility,1265995207000
25,Reject application,1265995697000
25,Loan application rejected,1265995697000
26,Loan application received,1266315585000
26,Check application form completeness,1266315901000
26,Check credit history,1266316495000
26,Appraise property,1266316599000
26,Asses loan risk,1266317445000
26,Assess eligibility,1266318389000
26,Reject application,1266318972000
26,Loan application rejected,1266318972000
27,Loan application received,1266409893000
27,Check application form completeness,1266410130000
27,Return application back to applicant,1266410302000
27,Receive updated application,1266410509000
27,Check application form completeness,1266410830000
27,Check credit history,1266411068000
27,Appraise property,1266411578000
27,Asses loan risk,1266412031000
27,Assess eligibility,1266412458000
27,Reject application,1266413007000
27,Loan application rejected,1266413007000
28,Loan application received,1266494855000
28,Check application form completeness,1266495116000
28,Check credit history,1266495554000
28,Appraise property,1266495796000
28,Asses loan risk,1266496165000
28,Assess eligibility,1266496983000
28,Reject application,1266497482000
28,Loan application rejected,1266497482000
29,Loan application received,1266593885000
29,Check application form completeness,1266594146000
29,Appraise property,1266594676000
29,Check credit history,1266594920000
29,Asses loan risk,1266595990000
29,Assess eligibility,1266597267000
29,Reject application,1266597706000
29,Loan application rejected,1266597706000
30,Loan application received,1266923021000
30,Check application form completeness,1266923318000
30,Check credit history,1266923798000
30,Appraise property,1266924069000
30,Asses loan risk,1266924700000
30,Assess eligibility,1266925548000
30,Reject application,1266926140000
30,Loan application rejected,1266926140000
31,Loan application received,1267016794000
31,Check application form completeness,1267017112000
31,Check credit history,1267017207000
31,Appraise property,1267017898000
31,Asses loan risk,1267018161000
31,Assess eligibility,1267019253000
31,Reject application,1267019842000
31,Loan application rejected,1267019842000
32,Loan application received,1267113705000
32,Check application form completeness,1267113952000
32,Appraise property,1267114501000
32,Check credit history,1267115291000
32,Asses loan risk,1267116493000
32,Assess eligibility,1267117482000
32,Reject application,1267118146000
32,Loan application rejected,1267118146000
33,Loan application received,1267437131000
33,Check application form completeness,1267437310000
33,Appraise property,1267437946000
33,Check credit history,1267438631000
33,Asses loan risk,1267439546000
33,Assess eligibility,1267440365000
33,Reject application,1267440839000
33,Loan application rejected,1267440839000
34,Loan application received,1267535386000
34,Check application form completeness,1267535691000
34,Check credit history,1267535988000
34,Appraise property,1267536375000
34,Asses loan risk,1267536995000
34,Assess eligibility,1267537395000
34,Reject application,1267537916000
34,Loan application rejected,1267537916000
35,Loan application received,1267702646000
35,Check application form completeness,1267702918000
35,Check credit history,1267703087000
35,Appraise property,1267703394000
35,Asses loan risk,1267703951000
35,Assess eligibility,1267704688000
35,Prepare acceptance pack,1267705027000
35,Check if home insurance quote is requested,1267705481000
35,Send acceptance pack,1267706113000
35,Verify repayment agreement,1267706881000
35,Cancel application,1267707194000
35,Loan application cancelled,1267707194000
36,Loan application received,1267789979000
36,Check application form completeness,1267790324000
36,Return application back to applicant,1267790624000
36,Receive updated application,1267790968000
36,Check application form completeness,1267791226000
36,Appraise property,1267791743000
36,Check credit history,1267792059000
36,Asses loan risk,1267793087000
36,Assess eligibility,1267794397000
36,Reject application,1267795117000
36,Loan application rejected,1267795117000
37,Loan application received,1268052867000
37,Check application form completeness,1268053271000
37,Appraise property,1268053657000
37,Check credit history,1268054244000
37,Asses loan risk,1268054805000
37,Assess eligibility,1268055529000
37,Reject application,1268056083000
37,Loan application rejected,1268056083000
38,Loan application received,1268138795000
38,Check application form completeness,1268139076000
38,Check credit history,1268139139000
38,Appraise property,1268139601000
38,Asses loan risk,1268140174000
38,Assess eligibility,1268140948000
38,Reject application,1268141656000
38,Loan application rejected,1268141656000
39,Loan application received,1268230702000
39,Check application form completeness,1268231089000
39,Appraise property,1268231755000
39,Check credit history,1268233660000
39,Asses loan risk,1268234615000
39,Assess eligibility,1268235305000
39,Reject application,1268235656000
39,Loan application rejected,1268235656000
40,Loan application received,1268321398000
40,Check application form completeness,1268321717000
40,Check credit history,1268321998000
40,Appraise property,1268322476000
40,Asses loan risk,1268322929000
40,Assess eligibility,1268323977000
40,Prepare acceptance pack,1268324493000
40,Check if home insurance quote is requested,1268325288000
40,Send acceptance pack,1268325696000
40,Verify repayment agreement,1268326414000
40,Approve application,1268326986000
40,Loan application approved,1268326986000
41,Loan application received,1268647842000
41,Check application form completeness,1268648118000
41,Check credit history,1268648136000
41,Appraise property,1268648621000
41,Asses loan risk,1268649027000
41,Assess eligibility,1268649984000
41,Prepare acceptance pack,1268650608000
41,Check if home insurance quote is requested,1268651307000
41,Send acceptance pack with insurance,1268651821000
41,Verify repayment agreement,1268652582000
41,Cancel application,1268653126000
41,Loan application cancelled,1268653126000
42,Loan application received,1268753624000
42,Check application form completeness,1268753939000
42,Appraise property,1268754566000
42,Check credit history,1268754892000
42,Asses loan risk,1268755885000
42,Assess eligibility,1268756275000
42,Reject application,1268756705000
42,Loan application rejected,1268756705000
43,Loan application received,1268903807000
43,Check application form completeness,1268904079000
43,Return application back to applicant,1268904351000
43,Receive updated application,1268904615000
43,Check application form completeness,1268904962000
43,Appraise property,1268905574000
43,Check credit history,1268905948000
43,Asses loan risk,1268906667000
43,Assess eligibility,1268907685000
43,Prepare acceptance pack,1268908216000
43,Check if home insurance quote is requested,1268908986000
43,Send acceptance pack with insurance,1268909648000
43,Verify repayment agreement,1268909965000
43,Cancel application,1268910646000
43,Loan application cancelled,1268910646000
44,Loan application received,1269003864000
44,Check application form completeness,1269004163000
44,Check credit history,1269004482000
44,Appraise property,1269004812000
44,Asses loan risk,1269005556000
44,Assess eligibility,1269006011000
44,Prepare acceptance pack,1269006580000
44,Check if home insurance quote is requested,1269007033000
44,Send acceptance pack with insurance,1269007601000
44,Verify repayment agreement,1269008301000
44,Approve application,1269009026000
44,Loan application approved,1269009026000
45,Loan application received,1269265590000
45,Check application form completeness,1269265864000
45,Appraise property,1269266411000
45,Check credit history,1269266996000
45,Asses loan risk,1269268068000
45,Assess eligibility,1269269141000
45,Prepare acceptance pack,1269269818000
45,Check if home insurance quote is requested,1269270496000
45,Send acceptance pack with insurance,1269271083000
45,Verify repayment agreement,1269271599000
45,Approve application,1269272282000
45,Loan application approved,1269272282000
46,Loan application received,1269424267000
46,Check application form completeness,1269424604000
46,Return application back to applicant,1269424819000
46,Receive updated application,1269425066000
46,Check application form completeness,1269425403000
46,Check credit history,1269425906000
46,Appraise property,1269426063000
46,Asses loan risk,1269426779000
46,Assess eligibility,1269427902000
46,Reject application,1269428383000
46,Loan application rejected,1269428383000
47,Loan application received,1269517440000
47,Check application form completeness,1269517652000
47,Appraise property,1269518331000
47,Check credit history,1269520346000
47,Asses loan risk,1269521264000
47,Assess eligibility,1269522382000
47,Reject application,1269523022000
47,Loan application rejected,1269523022000
48,Loan application received,1269616383000
48,Check application form completeness,1269616667000
48,Appraise property,1269617145000
48,Check credit history,1269617878000
48,Asses loan risk,1269618675000
48,Assess eligibility,1269619665000
48,Reject application,1269620300000
48,Loan application rejected,1269620300000
49,Loan application received,1269881088000
49,Check application form completeness,1269881383000
49,Appraise property,1269881922000
49,Check credit history,1269882010000
49,Asses loan risk,1269882798000
49,Assess eligibility,1269883717000
49,Reject application,1269884160000
49,Loan application rejected,1269884160000
50,Loan application received,1270032690000
50,Check application form completeness,1270033008000
50,Check credit history,1270033297000
50,Appraise property,1270033530000
50,Asses loan risk,1270034036000
50,Assess eligibility,1270035115000
50,Prepare acceptance pack,1270035745000
50,Check if home insurance quote is requested,1270036473000
50,Send acceptance pack with insurance,1270036835000
50,Verify repayment agreement,1270037467000
50,Cancel application,1270038094000
50,Loan application cancelled,1270038094000
51,Loan application received,1270126202000
51,Check application form completeness,1270126459000
51,Check credit history,1270126721000
51,Appraise property,1270127005000
51,Asses loan risk,1270127682000
51,Assess eligibility,1270128283000
51,Prepare acceptance pack,1270128885000
51,Check if home insurance quote is requested,1270129464000
51,Send acceptance pack,1270130138000
51,Verify repayment agreement,1270130877000
51,Approve application,1270131418000
51,Loan application approved,1270131418000
52,Loan application received,1270218879000
52,Check application form completeness,1270219249000
52,Check credit history,1270219557000
52,Appraise property,1270220035000
52,Asses loan risk,1270220572000
52,Assess eligibility,1270221430000
52,Reject application,1270221930000
52,Loan application rejected,1270221930000
53,Loan application received,1270544696000
53,Check application form completeness,1270544988000
53,Check credit history,1270545178000
53,Appraise property,1270545359000
53,Asses loan risk,1270546077000
53,Assess eligibility,1270546877000
53,Reject application,1270547265000
53,Loan application rejected,1270547265000
54,Loan application received,1270634980000
54,Check application form completeness,1270635222000
54,Appraise property,1270635605000
54,Check credit history,1270635901000
54,Asses loan risk,1270637030000
54,Assess eligibility,1270637910000
54,Reject application,1270638521000
54,Loan application rejected,1270638521000
55,Loan application received,1270736495000
55,Check application form completeness,1270736683000
55,Appraise property,1270737322000
55,Check credit history,1270737782000
55,Asses loan risk,1270738718000
55,Assess eligibility,1270739738000
55,Prepare acceptance pack,1270740439000
55,Check if home insurance quote is requested,1270741040000
55,Send acceptance pack,1270741539000
55,Verify repayment agreement,1270741953000
55,Cancel application,1270742679000
55,Loan application cancelled,1270742679000
56,Loan application received,1270827175000
56,Check application form completeness,1270827474000
56,Check credit history,1270827518000
56,Appraise property,1270828092000
56,Asses loan risk,1270828482000
56,Assess eligibility,1270829300000
56,Reject application,1270829783000
56,Loan application rejected,1270829783000
57,Loan application received,1271083973000
57,Check application form completeness,1271084291000
57,Return application back to applicant,1271084487000
57,Receive updated application,1271084707000
57,Check application form completeness,1271085007000
57,Return application back to applicant,1271085325000
57,Receive updated application,1271085565000
57,Check application form completeness,1271085852000
57,Appraise property,1271086257000
57,Check credit history,1271086385000
57,Asses loan risk,1271087317000
57,Assess eligibility,1271088015000
57,Reject application,1271088508000
57,Loan application rejected,1271088508000
58,Loan application received,1271176692000
58,Check application form completeness,1271177030000
58,Return application back to applicant,1271177313000
58,Receive updated application,1271177648000
58,Check application form completeness,1271177900000
58,Return application back to applicant,1271178216000
58,Receive updated application,1271178632000
58,Check application form completeness,1271178931000
58,Return application back to applicant,1271179268000
58,Receive updated application,1271179514000
58,Check application form completeness,1271179837000
58,Check credit history,1271179935000
58,Appraise property,1271180617000
58,Asses loan risk,1271180845000
58,Assess eligibility,1271181940000
58,Prepare acceptance pack,1271182634000
58,Check if home insurance quote is requested,1271183065000
58,Send acceptance pack,1271183558000
58,Verify repayment agreement,1271184304000
58,Approve application,1271184945000
58,Loan application approved,1271184945000
59,Loan application received,1271334928000
59,Check application form completeness,1271335212000
59,Check credit history,1271335329000
59,Appraise property,1271335690000
59,Asses loan risk,1271336078000
59,Assess eligibility,1271336630000
59,Reject application,1271337492000
59,Loan application rejected,1271337492000
60,Loan application received,1271415398000
60,Check application form completeness,1271415671000
60,Appraise property,1271416361000
60,Check credit history,1271416417000
60,Asses loan risk,1271417226000
60,Assess eligibility,1271418014000
60,Prepare acceptance pack,1271418664000
60,Check if home insurance quote is requested,1271419255000
60,Send acceptance pack,1271419856000
60,Verify repayment agreement,1271420361000
60,Approve application,1271420943000
60,Loan application approved,1271420943000
61,Loan application received,1271686221000
61,Check application form completeness,1271686500000
61,Return application back to applicant,1271686809000
61,Receive updated application,1271687204000
61,Check application form completeness,1271687566000
61,Appraise property,1271688134000
61,Check credit history,1271688454000
61,Asses loan risk,1271689548000
61,Assess eligibility,1271690299000
61,Reject application,1271690750000
61,Loan application rejected,1271690750000
62,Loan application received,1271775201000
62,Check application form completeness,1271775483000
62,Appraise property,1271776045000
62,Check credit history,1271776054000
62,Asses loan risk,1271777278000
62,Assess eligibility,1271778333000
62,Prepare acceptance pack,1271778895000
62,Check if home insurance quote is requested,1271779460000
62,Send acceptance pack with insurance,1271780112000
62,Verify repayment agreement,1271780694000
62,Cancel application,1271781170000
62,Loan application cancelled,1271781170000
63,Loan application received,1271931001000
63,Check application form completeness,1271931275000
63,Check credit history,1271931591000
63,Appraise property,1271931953000
63,Asses loan risk,1271932531000
63,Assess eligibility,1271933462000
63,Reject application,1271934148000
63,Loan application rejected,1271934148000
64,Loan application received,1272024125000
64,Check application form completeness,1272024509000
64,Appraise property,1272025254000
64,Check credit history,1272025393000
64,Asses loan risk,1272026272000
64,Assess eligibility,1272027395000
64,Reject application,1272027975000
64,Loan application rejected,1272027975000
65,Loan application received,1272287710000
65,Check application form completeness,1272288056000
65,Return application back to applicant,1272288460000
65,Receive updated application,1272288758000
65,Check application form completeness,1272289038000
65,Appraise property,1272289756000
65,Check credit history,1272290595000
65,Asses loan risk,1272291558000
65,Assess eligibility,1272292524000
65,Reject application,1272293253000
65,Loan application rejected,1272293253000
66,Loan application received,1272385628000
66,Check application form completeness,1272385949000
66,Return application back to applicant,1272386245000
66,Receive updated application,1272386585000
66,Check application form completeness,1272386900000
66,Check credit history,1272387215000
66,Appraise property,1272387529000
66,Asses loan risk,1272388117000
66,Assess eligibility,1272388923000
66,Reject application,1272389549000
66,Loan application rejected,1272389549000
67,Loan application received,1272468750000
67,Check application form completeness,1272468984000
67,Check credit history,1272469466000
67,Appraise property,1272469511000
67,Asses loan risk,1272470201000
67,Assess eligibility,1272470978000
67,Prepare acceptance pack,1272471612000
67,Check if home insurance quote is requested,1272472165000
67,Send acceptance pack,1272472515000
67,Verify repayment agreement,1272473115000
67,Approve application,1272473794000
67,Loan application approved,1272473794000
68,Loan application received,1272627569000
68,Check application form completeness,1272627855000
68,Appraise property,1272628184000
68,Check credit history,1272628475000
68,Asses loan risk,1272629231000
68,Assess eligibility,1272630001000
68,Reject application,1272630672000
68,Loan application rejected,1272630672000
69,Loan application received,1272892042000
69,Check application form completeness,1272892278000
69,Check credit history,1272892471000
69,Appraise property,1272892865000
69,Asses loan risk,1272893279000
69,Assess eligibility,1272894199000
69,Reject application,1272894850000
69,Loan application rejected,1272894850000
70,Loan application received,1272978546000
70,Check application form completeness,1272978860000
70,Appraise property,1272979311000
70,Check credit history,1272979515000
70,Asses loan risk,1272980627000
70,Assess eligibility,1272981592000
70,Prepare acceptance pack,1272982107000
70,Check if home insurance quote is requested,1272982537000
70,Send acceptance pack with insurance,1272983025000
70,Verify repayment agreement,1272983629000
70,Cancel application,1272984262000
70,Loan application cancelled,1272984262000
71,Loan application received,1273142169000
71,Check application form completeness,1273142335000
71,Return application back to applicant,1273142578000
71,Receive updated application,1273142983000
71,Check application form completeness,1273143370000
71,Appraise property,1273143996000
71,Check credit history,1273144399000
71,Asses loan risk,1273145384000
71,Assess eligibility,1273146272000
71,Reject application,1273147014000
71,Loan application rejected,1273147014000
72,Loan application received,1273237468000
72,Check application form completeness,1273237691000
72,Return application back to applicant,1273237790000
72,Receive updated application,1273238084000
72,Check application form completeness,1273238315000
72,Check credit history,1273238552000
72,Appraise property,1273239016000
72,Asses loan risk,1273239671000
72,Assess eligibility,1273240972000
72,Reject application,1273241453000
72,Loan application rejected,1273241453000
73,Loan application received,1273486075000
73,Check application form completeness,1273486344000
73,Check credit history,1273486716000
73,Appraise property,1273487033000
73,Asses loan risk,1273487760000
73,Assess eligibility,1273488330000
73,Reject application,1273488980000
73,Loan application rejected,1273488980000
74,Loan application received,1273584658000
74,Check application form completeness,1273584935000
74,Check credit history,1273585221000
74,Appraise property,1273585681000
74,Asses loan risk,1273586380000
74,Assess eligibility,1273587511000
74,Reject application,1273588121000
74,Loan application rejected,1273588121000
75,Loan application received,1273669241000
75,Check application form completeness,1273669560000
75,Appraise property,1273669984000
75,Check credit history,1273670343000
75,Asses loan risk,1273671058000
75,Assess eligibility,1273672127000
75,Reject application,1273672861000
75,Loan application rejected,1273672861000
76,Loan application received,1273752469000
76,Check application form completeness,1273752799000
76,Appraise property,1273753481000
76,Check credit history,1273753877000
76,Asses loan risk,1273754552000
76,Assess eligibility,1273755334000
76,Reject application,1273756063000
76,Loan application rejected,1273756063000
77,Loan application received,1273850673000
77,Check application form completeness,1273851040000
77,Check credit history,1273851236000
77,Appraise property,1273851862000
77,Asses loan risk,1273852254000
77,Assess eligibility,1273853143000
77,Prepare acceptance pack,1273853829000
77,Check if home insurance quote is requested,1273854346000
77,Send acceptance pack with insurance,1273855017000
77,Verify repayment agreement,1273855713000
77,Cancel application,1273856055000
77,Loan application cancelled,1273856055000
78,Loan application received,1274174800000
78,Check application form completeness,1274175115000
78,Check credit history,1274175405000
78,Appraise property,1274175747000
78,Asses loan risk,1274176624000
78,Assess eligibility,1274177418000
78,Prepare acceptance pack,1274178094000
78,Check if home insurance quote is requested,1274178627000
78,Send acceptance pack,1274179108000
78,Verify repayment agreement,1274179717000
78,Approve application,1274180334000
78,Loan application approved,1274180334000
79,Loan application received,1274264498000
79,Check application form completeness,1274264736000
79,Return application back to applicant,1274265071000
79,Receive updated application,1274265436000
79,Check application form completeness,1274265778000
79,Return application back to applicant,1274266012000
79,Receive updated application,1274266171000
79,Check application form completeness,1274266364000
79,Check credit history,1274266814000
79,Appraise property,1274266866000
79,Asses loan risk,1274267779000
79,Assess eligibility,1274268860000
79,Reject application,1274269420000
79,Loan application rejected,1274269420000
80,Loan application received,1274350272000
80,Check application form completeness,1274350565000
80,Appraise property,1274351089000
80,Check credit history,1274351916000
80,Asses loan risk,1274352856000
80,Assess eligibility,1274353582000
80,Reject application,1274354328000
80,Loan application rejected,1274354328000
81,Loan application received,1274443075000
81,Check application form completeness,1274443520000
81,Return application back to applicant,1274443892000
81,Receive updated application,1274444130000
81,Check application form completeness,1274444454000
81,Check credit history,1274444635000
81,Appraise property,1274444961000
81,Asses loan risk,1274445591000
81,Assess eligibility,1274446622000
81,Reject application,1274447232000
81,Loan application rejected,1274447232000
82,Loan application received,1274701772000
82,Check application form completeness,1274701998000
82,Appraise property,1274702717000
82,Check credit history,1274703012000
82,Asses loan risk,1274704036000
82,Assess eligibility,1274704710000
82,Reject application,1274705258000
82,Loan application rejected,1274705258000
83,Loan application received,1274788250000
83,Check application form completeness,1274788508000
83,Check credit history,1274788566000
83,Asses loan risk,1274789077000
83,Appraise property,1274789206000
83,Assess eligibility,1274790159000
83,Reject application,1274790854000
83,Loan application rejected,1274790854000
84,Loan application received,1274875324000
84,Check application form completeness,1274875568000
84,Check credit history,1274875698000
84,Appraise property,1274876040000
84,Asses loan risk,1274876558000
84,Assess eligibility,1274877381000
84,Reject application,1274877898000
84,Loan application rejected,1274877898000
85,Loan application received,1274973101000
85,Check application form completeness,1274973382000
85,Check credit history,1274973435000
85,Appraise property,1274974099000
85,Asses loan risk,1274974264000
85,Assess eligibility,1274975368000
85,Reject application,1274975608000
85,Loan application rejected,1274975608000
86,Loan application received,1275057152000
86,Check application form completeness,1275057566000
86,Check credit history,1275057713000
86,Appraise property,1275058093000
86,Asses loan risk,1275058572000
86,Assess eligibility,1275059706000
86,Reject application,1275060029000
86,Loan application rejected,1275060029000
87,Loan application received,1275305299000
87,Check application form completeness,1275305651000
87,Check credit history,1275305657000
87,Appraise property,1275306270000
87,Asses loan risk,1275306629000
87,Assess eligibility,1275307432000
87,Reject application,1275308011000
87,Loan application rejected,1275308011000
88,Loan application received,1275399835000
88,Check application form completeness,1275400130000
88,Check credit history,1275400470000
88,Appraise property,1275400773000
88,Asses loan risk,1275401423000
88,Assess eligibility,1275402237000
88,Prepare acceptance pack,1275402642000
88,Check if home insurance quote is requested,1275403397000
88,Send acceptance pack,1275403841000
88,Verify repayment agreement,1275404308000
88,Approve application,1275404833000
88,Loan application approved,1275404833000
89,Loan application received,1275477883000
89,Check application form completeness,1275478200000
89,Appraise property,1275478832000
89,Check credit history,1275478967000
89,Asses loan risk,1275479129000
89,Assess eligibility,1275479938000
89,Reject application,1275480526000
89,Loan application rejected,1275480526000
90,Loan application received,1275496709000
90,Check application form completeness,1275496875000
90,Check credit history,1275497140000
90,Appraise property,1275497431000
90,Asses loan risk,1275498011000
90,Assess eligibility,1275499016000
90,Reject application,1275499577000
90,Loan application rejected,1275499577000
91,Loan application received,1275578487000
91,Check application form completeness,1275578733000
91,Check credit history,1275578746000
91,Appraise property,1275579400000
91,Asses loan risk,1275579646000
91,Assess eligibility,1275580455000
91,Reject application,1275581091000
91,Loan application rejected,1275581091000
92,Loan application received,1275667089000
92,Check application form completeness,1275667378000
92,Check credit history,1275667492000
92,Appraise property,1275667943000
92,Asses loan risk,1275668427000
92,Assess eligibility,1275669468000
92,Reject application,1275670011000
92,Loan application rejected,1275670011000
93,Loan application received,1275995175000
93,Check application form completeness,1275995560000
93,Appraise property,1275996247000
93,Check credit history,1275997342000
