1263232139126,1263219403000,10,Loan application received,1263219403000
1263236052646,1263212796000,9,Loan application approved,1263212796000
1263237539551,1263207506000,9,Check credit history,1263207506000
1263240103193,1263219894000,10,Check credit history,1263219894000
1263242354734,1263220731000,10,Asses loan risk,1263220731000
1263243064000,1263207135000,9,Appraise property,1263207135000
1263243573032,1263211515000,9,Send acceptance pack,1263211515000
1263243585492,1263210612000,9,Check if home insurance quote is requested,1263210612000
1263243648583,1263212796000,9,Approve application,1263212796000
1263244547871,1263221583000,10,Assess eligibility,1263221583000
1263248283398,1263219726000,10,Check application form completeness,1263219726000
1263248621894,1263222218000,10,Reject application,1263222218000
1263256078112,1263222218000,10,Loan application rejected,1263222218000
1263290530000,1263290530000,11,Check credit history,1263290530000
1263304754000,1263304754000,12,Appraise property,1263304754000
1263305563000,1263305563000,12,Asses loan risk,1263305563000
1263306309000,1263306309000,12,Assess eligibility,1263306309000
1263308601190,1263291877000,11,Assess eligibility,1263291877000
1263310191928,1263291366000,11,Asses loan risk,1263291366000
1263310218038,1263290202000,11,Check application form completeness,1263290202000
1263313854633,1263289935000,11,Loan application received,1263289935000
1263317382179,1263292446000,11,Loan application rejected,1263292446000
1263318424055,1263306874000,12,Reject application,1263306874000
1263318447452,1263306874000,12,Loan application rejected,1263306874000
1263318557626,1263290948000,11,Appraise property,1263290948000
1263318964059,1263304108000,12,Check application form completeness,1263304108000
1263320628553,1263292446000,11,Reject application,1263292446000
1263333291539,1263303801000,12,Loan application received,1263303801000
1263338623826,1263304442000,12,Check credit history,1263304442000
1263386450000,1263386450000,13,Check application form completeness,1263386450000
1263399389910,1263386190000,13,Loan application received,1263386190000
1263402290759,1263388113000,13,Asses loan risk,1263388113000
1263409149262,1263389949000,13,Reject application,1263389949000
1263409652191,1263387057000,13,Appraise property,1263387057000
1263418525868,1263389949000,13,Loan application rejected,1263389949000
1263421868521,1263387736000,13,Check credit history,1263387736000
1263421996857,1263389124000,13,Assess eligibility,1263389124000
1263480837000,1263480837000,14,Send acceptance pack,1263480837000
1263488155084,1263477008000,14,Check application form completeness,1263477008000
1263493658224,1263477193000,14,Check credit history,1263477193000
1263494140697,1263482133000,14,Loan application approved,1263482133000
1263494930400,1263479680000,14,Prepare acceptance pack,1263479680000
1263499120678,1263478041000,14,Asses loan risk,1263478041000
1263499544212,1263481483000,14,Verify repayment agreement,1263481483000
1263504538008,1263480398000,14,Check if home insurance quote is requested,1263480398000
1263506853816,1263476726000,14,Loan application received,1263476726000
1263507824704,1263477654000,14,Appraise property,1263477654000
1263513399310,1263478846000,14,Assess eligibility,1263478846000
1263514589334,1263482133000,14,Approve application,1263482133000
1263559556000,1263559556000,15,Loan application received,1263559556000
1263560531000,1263560531000,15,Appraise property,1263560531000
1263562504000,1263562504000,15,Asses loan risk,1263562504000
1263563514000,1263563514000,15,Assess eligibility,1263563514000
1263564010000,1263564010000,15,Reject application,1263564010000
1263576834884,1263561552000,15,Check credit history,1263561552000
1263580553586,1263559816000,15,Check application form completeness,1263559816000
1263599844339,1263564010000,15,Loan application rejected,1263564010000
1263830659257,1263814944000,16,Loan application received,1263814944000
1263832707930,1263818483000,16,Loan application rejected,1263818483000
1263837292943,1263818483000,16,Reject application,1263818483000
1263838400452,1263816215000,16,Check credit history,1263816215000
1263845761369,1263818110000,16,Assess eligibility,1263818110000
1263848106245,1263815389000,16,Check application form completeness,1263815389000
1263849975688,1263815815000,16,Appraise property,1263815815000
1263850310638,1263817104000,16,Asses loan risk,1263817104000
1263893576000,1263893576000,17,Loan application received,1263893576000
1263908964208,1263894202000,17,Check credit history,1263894202000
1263910505000,1263910505000,18,Loan application received,1263910505000
1263911130416,1263894299000,17,Appraise property,1263894299000
1263912442000,1263912442000,18,Assess eligibility,1263912442000
1263912890000,1263912890000,18,Loan application rejected,1263912890000
1263915762816,1263895865000,17,Assess eligibility,1263895865000
1263920928205,1263896517000,17,Loan application rejected,1263896517000
1263922365649,1263895073000,17,Asses loan risk,1263895073000
1263925696235,1263896517000,17,Reject application,1263896517000
1263927605955,1263910951000,18,Check credit history,1263910951000
1263927686700,1263893851000,17,Check application form completeness,1263893851000
1263930725141,1263910844000,18,Check application form completeness,1263910844000
1263933112538,1263912890000,18,Reject application,1263912890000
1263942118151,1263911759000,18,Asses loan risk,1263911759000
1263945415183,1263911346000,18,Appraise property,1263911346000
1263998995000,1263998995000,19,Loan application received,1263998995000
1263999283000,1263999283000,19,Check application form completeness,1263999283000
1264001979000,1264001979000,19,Reject application,1264001979000
1264014722499,1264001289000,19,Assess eligibility,1264001289000
1264018014966,1263999679000,19,Appraise property,1263999679000
1264021115311,1264001979000,19,Loan application rejected,1264001979000
1264031496998,1263999765000,19,Check credit history,1263999765000
1264034391138,1264000607000,19,Asses loan risk,1264000607000
1264092241000,1264092241000,20,Loan application received,1264092241000
1264093156000,1264093156000,20,Appraise property,1264093156000
1264095085000,1264095085000,20,Prepare acceptance pack,1264095085000
1264097483000,1264097483000,20,Cancel application,1264097483000
1264106195062,1264094469000,20,Assess eligibility,1264094469000
1264115178078,1264097483000,20,Loan application cancelled,1264097483000
1264116691321,1264096326000,20,Send acceptance pack,1264096326000
1264117220297,1264092626000,20,Check application form completeness,1264092626000
1264117673459,1264095893000,20,Check if home insurance quote is requested,1264095893000
1264117989397,1264092931000,20,Check credit history,1264092931000
1264118753555,1264097044000,20,Verify repayment agreement,1264097044000
1264123138292,1264093684000,20,Asses loan risk,1264093684000
1264165024000,1264165024000,21,Loan application received,1264165024000
1264166381000,1264166381000,21,Return application back to applicant,1264166381000
1264172073000,1264172073000,21,Approve application,1264172073000
1264172073000,1264172073000,21,Loan application approved,1264172073000
1264183313753,1264165773000,21,Receive updated application,1264165773000
1264190324548,1264167560000,21,Appraise property,1264167560000
1264192118995,1264170819000,21,Send acceptance pack,1264170819000
1264192149590,1264166705000,21,Receive updated application,1264166705000
1264192219271,1264171422000,21,Verify repayment agreement,1264171422000
1264193883467,1264166072000,21,Check application form completeness,1264166072000
1264195212576,1264167026000,21,Check application form completeness,1264167026000
1264196038209,1264165220000,21,Check application form completeness,1264165220000
1264196987811,1264169535000,21,Prepare acceptance pack,1264169535000
1264197925955,1264165534000,21,Return application back to applicant,1264165534000
1264200816979,1264168247000,21,Asses loan risk,1264168247000
1264202162943,1264167272000,21,Check credit history,1264167272000
1264202872700,1264168890000,21,Assess eligibility,1264168890000
1264205293701,1264170150000,21,Check if home insurance quote is requested,1264170150000
1264434903000,1264434903000,22,Assess eligibility,1264434903000
1264450546530,1264430936000,22,Loan application received,1264430936000
1264451674509,1264431179000,22,Check application form completeness,1264431179000
1264456140588,1264433132000,22,Check credit history,1264433132000
1264457279527,1264434239000,22,Asses loan risk,1264434239000
1264459126499,1264435665000,22,Loan application rejected,1264435665000
1264465876109,1264431810000,22,Appraise property,1264431810000
1264469734894,1264435665000,22,Reject application,1264435665000
1264522063000,1264522063000,23,Check if home insurance quote is requested,1264522063000
1264530407274,1264518805000,23,Check application form completeness,1264518805000
1264532667692,1264519080000,23,Check credit history,1264519080000
1264534163620,1264520858000,23,Assess eligibility,1264520858000
1264537197454,1264521321000,23,Prepare acceptance pack,1264521321000
1264539372638,1264518085000,23,Return application back to applicant,1264518085000
1264541685415,1264518471000,23,Receive updated application,1264518471000
1264542706425,1264519405000,23,Appraise property,1264519405000
1264545197982,1264517428000,23,Loan application received,1264517428000
1264547958989,1264519921000,23,Asses loan risk,1264519921000
1264549203889,1264522734000,23,Send acceptance pack with insurance,1264522734000
1264550063026,1264517706000,23,Check application form completeness,1264517706000
1264551796889,1264523793000,23,Loan application approved,1264523793000
1264555453979,1264523162000,23,Verify repayment agreement,1264523162000
1264559110607,1264523793000,23,Approve application,1264523793000
1264596318000,1264596318000,24,Check credit history,1264596318000
1264598451000,1264598451000,24,Assess eligibility,1264598451000
1264603479000,1264603479000,25,Assess eligibility,1264603479000
1264603917000,1264603917000,25,Loan application rejected,1264603917000
1264608555688,1264597438000,24,Asses loan risk,1264597438000
1264614443383,1264601358000,25,Loan application received,1264601358000
1264615060477,1264601769000,25,Check credit history,1264601769000
1264617483338,1264603917000,25,Reject application,1264603917000
1264617606868,1264596250000,24,Check application form completeness,1264596250000
1264618185471,1264599131000,24,Prepare acceptance pack,1264599131000
1264624293602,1264602330000,25,Asses loan risk,1264602330000
1264624806836,1264601398000,24,Cancel application,1264601398000
1264628784428,1264597108000,24,Appraise property,1264597108000
1264629637707,1264601629000,25,Check application form completeness,1264601629000
1264630353747,1264595890000,24,Loan application received,1264595890000
1264631680397,1264599770000,24,Check if home insurance quote is requested,1264599770000
1264633521353,1264601111000,24,Verify repayment agreement,1264601111000
1264634348811,1264602017000,25,Appraise property,1264602017000
1264634685901,1264600374000,24,Send acceptance pack,1264600374000
1264637330375,1264601398000,24,Loan application cancelled,1264601398000
1264670520000,1264670520000,26,Appraise property,1264670520000
1264673252000,1264673252000,26,Check if home insurance quote is requested,1264673252000
1264680681924,1264669414000,26,Loan application received,1264669414000
1264682917135,1264670264000,26,Check credit history,1264670264000
1264689364093,1264672674000,26,Prepare acceptance pack,1264672674000
1264694038029,1264671339000,26,Asses loan risk,1264671339000
1264695320893,1264673684000,26,Send acceptance pack with insurance,1264673684000
1264695789000,1264695789000,27,Loan application received,1264695789000
1264696132000,1264696132000,27,Check application form completeness,1264696132000
1264699510947,1264674960000,26,Loan application cancelled,1264674960000
1264702198379,1264669776000,26,Check application form completeness,1264669776000
1264703867617,1264674393000,26,Verify repayment agreement,1264674393000
1264704571914,1264672107000,26,Assess eligibility,1264672107000
1264706164848,1264674960000,26,Cancel application,1264674960000
1264717058588,1264697240000,27,Asses loan risk,1264697240000
1264720424533,1264698611000,27,Prepare acceptance pack,1264698611000
1264720558639,1264696335000,27,Check credit history,1264696335000
1264721087847,1264699235000,27,Check if home insurance quote is requested,1264699235000
1264724885065,1264700591000,27,Verify repayment agreement,1264700591000
1264724966460,1264699906000,27,Send acceptance pack,1264699906000
1264727979366,1264701097000,27,Cancel application,1264701097000
1264729549463,1264701097000,27,Loan application cancelled,1264701097000
1264730251813,1264697889000,27,Assess eligibility,1264697889000
1264731041510,1264696501000,27,Appraise property,1264696501000
1265019001000,1265019001000,28,Assess eligibility,1265019001000
1265033081306,1265019466000,28,Loan application rejected,1265019466000
1265033220504,1265017365000,28,Loan application received,1265017365000
1265033470000,1265033470000,29,Loan application received,1265033470000
1265034060039,1265018346000,28,Asses loan risk,1265018346000
1265036674320,1265017633000,28,Check application form completeness,1265017633000
1265036969000,1265036969000,29,Prepare acceptance pack,1265036969000
1265042417193,1265019466000,28,Reject application,1265019466000
1265043838167,1265017735000,28,Check credit history,1265017735000
1265044947535,1265018226000,28,Appraise property,1265018226000
1265055702001,1265034166000,29,Check credit history,1265034166000
1265061235715,1265034466000,29,Appraise property,1265034466000
1265063727316,1265033719000,29,Check application form completeness,1265033719000
1265064199996,1265037676000,29,Check if home insurance quote is requested,1265037676000
1265064397630,1265039952000,29,Loan application approved,1265039952000
1265065232636,1265038533000,29,Send acceptance pack with insurance,1265038533000
1265066610126,1265035271000,29,Asses loan risk,1265035271000
1265067389594,1265039952000,29,Approve application,1265039952000
1265068206733,1265036485000,29,Assess eligibility,1265036485000
1265071243503,1265039328000,29,Verify repayment agreement,1265039328000
1265109184000,1265109184000,30,Check application form completeness,1265109184000
1265110810000,1265110810000,30,Assess eligibility,1265110810000
1265112198000,1265112198000,30,Send acceptance pack with insurance,1265112198000
1265113190000,1265113190000,30,Loan application approved,1265113190000
1265119284000,1265119284000,31,Return application back to applicant,1265119284000
1265120616000,1265120616000,31,Receive updated application,1265120616000
1265121417728,1265110128000,30,Asses loan risk,1265110128000
1265123825000,1265123825000,31,Assess eligibility,1265123825000
1265124166749,1265111740000,30,Check if home insurance quote is requested,1265111740000
1265124436000,1265124436000,31,Reject application,1265124436000
1265124436000,1265124436000,31,Loan application rejected,1265124436000
1265128279726,1265111324000,30,Prepare acceptance pack,1265111324000
1265129433378,1265108276000,30,Check application form completeness,1265108276000
1265131125826,1265109551000,30,Check credit history,1265109551000
1265132239642,1265119600000,31,Receive updated application,1265119600000
1265132764413,1265108888000,30,Receive updated application,1265108888000
1265133524215,1265108036000,30,Loan application received,1265108036000
1265135331647,1265108596000,30,Return application back to applicant,1265108596000
1265136505857,1265122770000,31,Asses loan risk,1265122770000
1265137272812,1265120235000,31,Return application back to applicant,1265120235000
1265138264436,1265112653000,30,Verify repayment agreement,1265112653000
1265141087370,1265119816000,31,Check application form completeness,1265119816000
1265141596376,1265109706000,30,Appraise property,1265109706000
1265142210286,1265118947000,31,Check application form completeness,1265118947000
1265142840333,1265122379000,31,Appraise property,1265122379000
1265143083309,1265121217000,31,Return application back to applicant,1265121217000
1265145549168,1265118607000,31,Loan application received,1265118607000
1265146196398,1265121869000,31,Check credit history,1265121869000
1265147000288,1265113190000,30,Approve application,1265113190000
1265149139336,1265121526000,31,Receive updated application,1265121526000
1265154005994,1265120905000,31,Check application form completeness,1265120905000
1265157428836,1265121796000,31,Check application form completeness,1265121796000
1265206941000,1265206941000,32,Loan application received,1265206941000
1265207705000,1265207705000,32,Appraise property,1265207705000
1265209961000,1265209961000,32,Reject application,1265209961000
1265225049178,1265209961000,32,Loan application rejected,1265209961000
1265225619388,1265209368000,32,Assess eligibility,1265209368000
1265227837684,1265208445000,32,Asses loan risk,1265208445000
1265228388269,1265207144000,32,Check application form completeness,1265207144000
1265231250020,1265207374000,32,Check credit history,1265207374000
1265292466000,1265292466000,33,Assess eligibility,1265292466000
1265303825202,1265291556000,33,Asses loan risk,1265291556000
1265304617020,1265289865000,33,Check application form completeness,1265289865000
1265311385076,1265292934000,33,Loan application rejected,1265292934000
1265311974579,1265290252000,33,Appraise property,1265290252000
1265314048230,1265290499000,33,Check credit history,1265290499000
1265316566775,1265292934000,33,Reject application,1265292934000
1265325211744,1265289629000,33,Loan application received,1265289629000
1265361973000,1265361973000,34,Check application form completeness,1265361973000
1265365608000,1265365608000,34,Assess eligibility,1265365608000
1265366160000,1265366160000,34,Reject application,1265366160000
1265375109661,1265361718000,34,Loan application received,1265361718000
1265379633966,1265362686000,34,Appraise property,1265362686000
1265382491961,1265364285000,34,Asses loan risk,1265364285000
1265386709032,1265366160000,34,Loan application rejected,1265366160000
1265390038913,1265363593000,34,Check credit history,1265363593000
1265401209411,1265390031000,35,Appraise property,1265390031000
1265404032834,1265389361000,35,Check application form completeness,1265389361000
1265404573383,1265388742000,35,Return application back to applicant,1265388742000
1265409352551,1265388071000,35,Loan application received,1265388071000
1265410970324,1265389067000,35,Receive updated application,1265389067000
1265411765852,1265392163000,35,Reject application,1265392163000
1265416191988,1265389972000,35,Check credit history,1265389972000
1265420597150,1265390991000,35,Asses loan risk,1265390991000
1265420826454,1265388418000,35,Check application form completeness,1265388418000
1265421535576,1265392163000,35,Loan application rejected,1265392163000
1265425995126,1265391713000,35,Assess eligibility,1265391713000
1265661392671,1265648707000,36,Reject application,1265648707000
1265662209597,1265645136000,36,Loan application received,1265645136000
1265666722942,1265646211000,36,Appraise property,1265646211000
1265669860331,1265646010000,36,Check credit history,1265646010000
1265672421764,1265648707000,36,Loan application rejected,1265648707000
1265674091811,1265647059000,36,Asses loan risk,1265647059000
1265677990951,1265647944000,36,Assess eligibility,1265647944000
1265678695026,1265645534000,36,Check application form completeness,1265645534000
1265711451000,1265711451000,37,Check application form completeness,1265711451000
1265712137000,1265712137000,37,Check credit history,1265712137000
1265726053553,1265714410000,37,Loan application rejected,1265714410000
1265729345460,1265712231000,37,Appraise property,1265712231000
1265738855593,1265712883000,37,Asses loan risk,1265712883000
1265740935987,1265727242000,38,Check credit history,1265727242000
1265743011673,1265711014000,37,Loan application received,1265711014000
1265744036480,1265729944000,38,Reject application,1265729944000
1265744862919,1265714410000,37,Reject application,1265714410000
1265744982454,1265713842000,37,Assess eligibility,1265713842000
1265746052949,1265727120000,38,Appraise property,1265727120000
1265749585665,1265726723000,38,Check application form completeness,1265726723000
1265756434094,1265726378000,38,Loan application received,1265726378000
1265760412624,1265728514000,38,Asses loan risk,1265728514000
1265760476277,1265729944000,38,Loan application rejected,1265729944000
1265762582315,1265729607000,38,Assess eligibility,1265729607000
1265813518000,1265813518000,39,Assess eligibility,1265813518000
1265813979000,1265813979000,39,Reject application,1265813979000
1265826251792,1265812135000,39,Check credit history,1265812135000
1265827186353,1265812780000,39,Asses loan risk,1265812780000
1265827764319,1265810856000,39,Loan application received,1265810856000
1265837669880,1265811102000,39,Check application form completeness,1265811102000
1265838466072,1265811723000,39,Receive updated application,1265811723000
1265839588076,1265811436000,39,Return application back to applicant,1265811436000
1265843098667,1265812666000,39,Appraise property,1265812666000
1265844895704,1265811987000,39,Check application form completeness,1265811987000
1265845978120,1265813979000,39,Loan application rejected,1265813979000
1265895044000,1265895044000,40,Check application form completeness,1265895044000
1265898159000,1265898159000,40,Loan application rejected,1265898159000
1265910224490,1265898159000,40,Reject application,1265898159000
1265910927209,1265895555000,40,Appraise property,1265895555000
1265918890767,1265895535000,40,Check credit history,1265895535000
1265920248136,1265896347000,40,Asses loan risk,1265896347000
1265928616199,1265897417000,40,Assess eligibility,1265897417000
1265929180772,1265894785000,40,Loan application received,1265894785000
1265984851000,1265984851000,41,Assess eligibility,1265984851000
1265999450788,1265982549000,41,Check application form completeness,1265982549000
1266004844996,1265984032000,41,Asses loan risk,1265984032000
1266005021341,1265985561000,41,Loan application rejected,1265985561000
1266005602079,1265983221000,41,Appraise property,1265983221000
1266007481394,1265982196000,41,Loan application received,1265982196000
1266009000649,1265983190000,41,Check credit history,1265983190000
1266014192609,1265985561000,41,Reject application,1265985561000
1266247957000,1266247957000,42,Loan application rejected,1266247957000
1266251820000,1266251820000,43,Receive updated application,1266251820000
1266252222000,1266252222000,43,Check application form completeness,1266252222000
1266255662000,1266255662000,43,Reject application,1266255662000
1266265527912,1266244532000,42,Check application form completeness,1266244532000
1266270042881,1266253287000,43,Check credit history,1266253287000
1266271493196,1266244260000,42,Loan application received,1266244260000
1266271667960,1266247957000,42,Reject application,1266247957000
1266272347419,1266255018000,43,Assess eligibility,1266255018000
1266272678055,1266246412000,42,Asses loan risk,1266246412000
1266273256053,1266253029000,43,Appraise property,1266253029000
1266273501532,1266247432000,42,Assess eligibility,1266247432000
1266275125963,1266245050000,42,Appraise property,1266245050000
1266275932237,1266251567000,43,Return application back to applicant,1266251567000
1266276672949,1266245164000,42,Check credit history,1266245164000
1266277525859,1266255662000,43,Loan application rejected,1266255662000
1266278003274,1266251292000,43,Check application form completeness,1266251292000
1266280900196,1266250927000,43,Loan application received,1266250927000
1266285358716,1266254208000,43,Asses loan risk,1266254208000
1266331840000,1266331840000,44,Asses loan risk,1266331840000
1266343661317,1266331253000,44,Appraise property,1266331253000
1266349548381,1266330535000,44,Check application form completeness,1266330535000
1266355992414,1266333383000,44,Reject application,1266333383000
1266357118062,1266330852000,44,Check credit history,1266330852000
1266360520334,1266333383000,44,Loan application rejected,1266333383000
1266362857891,1266330218000,44,Loan application received,1266330218000
1266363482976,1266332754000,44,Assess eligibility,1266332754000
1266403012000,1266403012000,45,Check application form completeness,1266403012000
1266408102000,1266408102000,45,Loan application approved,1266408102000
1266414349128,1266403273000,45,Check credit history,1266403273000
1266416979846,1266405520000,45,Prepare acceptance pack,1266405520000
1266420663000,1266420663000,46,Assess eligibility,1266420663000
1266421449000,1266421449000,46,Reject application,1266421449000
1266422477000,1266422477000,47,Check application form completeness,1266422477000
1266423029014,1266408102000,45,Approve application,1266408102000
1266423123000,1266423123000,47,Appraise property,1266423123000
1266425629151,1266404932000,45,Assess eligibility,1266404932000
1266425638000,1266425638000,47,Send acceptance pack,1266425638000
1266427250470,1266405991000,45,Check if home insurance quote is requested,1266405991000
1266429491448,1266402770000,45,Loan application received,1266402770000
1266429615568,1266404087000,45,Asses loan risk,1266404087000
1266429693508,1266406486000,45,Send acceptance pack,1266406486000
1266432165960,1266418126000,46,Check application form completeness,1266418126000
1266432219246,1266418544000,46,Appraise property,1266418544000
1266432466002,1266407470000,45,Verify repayment agreement,1266407470000
1266434039382,1266418571000,46,Check credit history,1266418571000
1266435832827,1266403589000,45,Appraise property,1266403589000
1266437007475,1266417652000,46,Return application back to applicant,1266417652000
1266437751190,1266419407000,46,Asses loan risk,1266419407000
1266437988266,1266416941000,46,Loan application received,1266416941000
1266438110177,1266426831000,47,Loan application approved,1266426831000
1266439222305,1266421449000,46,Loan application rejected,1266421449000
1266441737523,1266426831000,47,Approve application,1266426831000
1266443071015,1266425137000,47,Check if home insurance quote is requested,1266425137000
1266444494362,1266426371000,47,Verify repayment agreement,1266426371000
1266444785464,1266424027000,47,Assess eligibility,1266424027000
1266449226249,1266417952000,46,Receive updated application,1266417952000
1266450931920,1266424606000,47,Prepare acceptance pack,1266424606000
1266452323836,1266423444000,47,Asses loan risk,1266423444000
1266453076347,1266417278000,46,Check application form completeness,1266417278000
1266453491122,1266422610000,47,Check credit history,1266422610000
1266455592738,1266422226000,47,Loan application received,1266422226000
1266521262454,1266509659000,48,Appraise property,1266509659000
1266527875943,1266511170000,48,Asses loan risk,1266511170000
1266528193773,1266512586000,48,Loan application rejected,1266512586000
1266528417332,1266512586000,48,Reject application,1266512586000
1266529198959,1266508974000,48,Check application form completeness,1266508974000
1266529810605,1266511952000,48,Assess eligibility,1266511952000
1266532969070,1266510255000,48,Check credit history,1266510255000
1266543402126,1266508606000,48,Loan application received,1266508606000
1266586521000,1266586521000,49,Appraise property,1266586521000
1266595784000,1266595784000,50,Appraise property,1266595784000
1266596230000,1266596230000,50,Asses loan risk,1266596230000
1266596999000,1266596999000,50,Assess eligibility,1266596999000
1266597879719,1266584390000,49,Check application form completeness,1266584390000
1266604187680,1266585016000,49,Check application form completeness,1266585016000
1266606219764,1266585645000,49,Receive updated application,1266585645000
1266607236500,1266587683000,49,Assess eligibility,1266587683000
1266608265868,1266584625000,49,Return application back to applicant,1266584625000
1266610202613,1266597726000,50,Loan application rejected,1266597726000
1266612295337,1266595287000,50,Check credit history,1266595287000
1266613415203,1266597726000,50,Reject application,1266597726000
1266613753413,1266588425000,49,Reject application,1266588425000
1266613817799,1266585943000,49,Check application form completeness,1266585943000
1266614310860,1266585294000,49,Return application back to applicant,1266585294000
1266615229964,1266584157000,49,Loan application received,1266584157000
1266615882417,1266595270000,50,Check application form completeness,1266595270000
1266617072791,1266584773000,49,Receive updated application,1266584773000
1266620310820,1266588425000,49,Loan application rejected,1266588425000
1266620827060,1266586625000,49,Asses loan risk,1266586625000
1266621267522,1266585953000,49,Check credit history,1266585953000
1266624306999,1266594985000,50,Loan application received,1266594985000
